network,x,y,coverage,flip_rate,rep,status,n_k,k_g0,n_wrong_claims,separation,separation_status,component_size,z_size,g0_undirected,r_hop,hop_method,r_claim,r_claim_status,r_id,r_id_status,phi_1,subsets_closed,z_valid_at_truth,bucket_B0_always,bucket_B1_component,bucket_B2_free_rule,bucket_B3_min_s_kg0,bucket_B4_kg0,bucket_B5_k,bucket_B6_hop,bucket_B7_claim,cert_B0_always,cert_B1_component,cert_B2_free_rule,cert_B3_min_s_kg0,cert_B4_kg0,cert_B5_k,cert_B6_hop,cert_B7_claim
diabetes,gut_abs_12,ins_dep_util_18,1.0,0.5,3,ok,26,26,13,,no_z_member_in_component,2,19,0,1,local_up_fast,1,exact,1,exact,0.0385,7,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_12,ins_dep_util_18,1.0,0.5,4,ok,26,26,13,,no_z_member_in_component,2,20,0,1,local_up_fast,1,exact,1,exact,0.0385,7,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,cho_bal_21,1.0,0.0,0,ok,26,26,0,,no_z_member_in_component,2,9,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,held,held,held,held,held,held,held,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,cho_bal_21,1.0,0.1,0,ok,26,26,3,,no_z_member_in_component,2,9,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,cho_bal_21,1.0,0.1,1,ok,26,26,3,,no_z_member_in_component,2,9,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,cho_bal_21,1.0,0.1,3,ok,26,26,3,,no_z_member_in_component,2,9,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,cho_bal_21,1.0,0.1,4,ok,26,26,3,,no_z_member_in_component,2,9,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,cho_bal_21,1.0,0.25,1,ok,26,26,6,,no_z_member_in_component,2,9,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,cho_bal_21,1.0,0.25,2,ok,26,26,6,,no_z_member_in_component,2,9,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,cho_bal_21,1.0,0.25,3,ok,26,26,6,,no_z_member_in_component,2,9,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,cho_bal_21,1.0,0.25,4,ok,26,26,6,,no_z_member_in_component,2,9,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,cho_bal_21,1.0,0.5,1,knowledge_inconsistent,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabetes,gut_abs_13,cho_bal_21,1.0,0.5,4,ok,26,26,13,,no_z_member_in_component,2,9,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.0,0,ok,26,26,0,,no_z_member_in_component,2,6,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,held,held,held,held,held,held,held,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.1,0,ok,26,26,3,,no_z_member_in_component,2,6,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.1,1,ok,26,26,3,,no_z_member_in_component,2,6,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.1,2,ok,26,26,3,,no_z_member_in_component,2,6,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.1,3,ok,26,26,3,,no_z_member_in_component,2,6,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.1,4,ok,26,26,3,,no_z_member_in_component,2,6,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.25,0,ok,26,26,6,,no_z_member_in_component,2,6,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.25,1,ok,26,26,6,,no_z_member_in_component,2,6,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.25,3,ok,26,26,6,,no_z_member_in_component,2,6,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.25,4,ok,26,26,6,,no_z_member_in_component,2,6,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.5,0,ok,26,26,13,,no_z_member_in_component,2,6,0,1,local_up_fast,1,exact,1,exact,0.0385,8,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_13,gut_abs_18,1.0,0.5,1,knowledge_inconsistent,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabetes,gut_abs_13,gut_abs_18,1.0,0.5,4,knowledge_inconsistent,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabetes,gut_abs_14,basal_bal_23,1.0,0.0,0,ok,26,26,0,,no_z_member_in_component,2,30,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,held,held,held,held,held,held,held,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.1,0,ok,26,26,3,,no_z_member_in_component,2,30,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.1,1,ok,26,26,3,,no_z_member_in_component,2,30,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.1,2,ok,26,26,3,,no_z_member_in_component,2,30,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.1,3,ok,26,26,3,,no_z_member_in_component,2,30,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.1,4,ok,26,26,3,,no_z_member_in_component,2,30,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.25,0,ok,26,26,6,,no_z_member_in_component,2,30,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.25,1,ok,26,26,6,,no_z_member_in_component,2,29,0,1,local_up_fast,1,exact,1,exact,0.0385,9,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.25,2,ok,26,26,6,,no_z_member_in_component,2,30,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.25,3,ok,26,26,6,,no_z_member_in_component,2,30,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.25,4,ok,26,26,6,,no_z_member_in_component,2,30,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.5,0,ok,26,26,13,,no_z_member_in_component,2,30,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.5,1,ok,26,26,13,,no_z_member_in_component,2,29,0,1,local_up_fast,1,exact,1,exact,0.0385,9,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.5,2,ok,26,26,13,,no_z_member_in_component,2,29,0,1,local_up_fast,1,exact,1,exact,0.0385,9,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,basal_bal_23,1.0,0.5,3,knowledge_inconsistent,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabetes,gut_abs_14,basal_bal_23,1.0,0.5,4,ok,26,26,13,,no_z_member_in_component,2,29,0,1,local_up_fast,1,exact,1,exact,0.0385,9,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,cho_bal_18,1.0,0.0,0,ok,26,26,0,,no_z_member_in_component,2,5,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,held,held,held,held,held,held,held,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,cho_bal_18,1.0,0.1,0,ok,26,26,3,,no_z_member_in_component,2,5,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,cho_bal_18,1.0,0.1,1,ok,26,26,3,,no_z_member_in_component,2,5,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,cho_bal_18,1.0,0.1,2,ok,26,26,3,,no_z_member_in_component,2,5,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,cho_bal_18,1.0,0.1,3,ok,26,26,3,,no_z_member_in_component,2,5,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,cho_bal_18,1.0,0.1,4,ok,26,26,3,,no_z_member_in_component,2,5,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,cho_bal_18,1.0,0.25,0,ok,26,26,6,,no_z_member_in_component,2,5,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,cho_bal_18,1.0,0.25,2,ok,26,26,6,,no_z_member_in_component,2,5,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,cho_bal_18,1.0,0.25,4,ok,26,26,6,,no_z_member_in_component,2,5,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,cho_bal_18,1.0,0.5,2,knowledge_inconsistent,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabetes,gut_abs_14,cho_bal_18,1.0,0.5,3,knowledge_inconsistent,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabetes,gut_abs_14,cho_bal_18,1.0,0.5,4,ok,26,26,13,,no_z_member_in_component,2,5,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.0,0,ok,26,26,0,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,held,held,held,held,held,held,held,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.1,0,ok,26,26,3,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.1,1,ok,26,26,3,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.1,2,ok,26,26,3,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.1,3,ok,26,26,3,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.1,4,ok,26,26,3,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.25,0,ok,26,26,6,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.25,1,ok,26,26,6,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.25,2,ok,26,26,6,,no_z_member_in_component,2,27,0,1,local_up_fast,1,exact,1,exact,0.0385,9,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.25,3,ok,26,26,6,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.25,4,ok,26,26,6,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.5,0,ok,26,26,13,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.5,1,ok,26,26,13,,no_z_member_in_component,2,27,0,1,local_up_fast,1,exact,1,exact,0.0385,9,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.5,2,ok,26,26,13,,no_z_member_in_component,2,27,0,1,local_up_fast,1,exact,1,exact,0.0385,9,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.5,3,ok,26,26,13,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_14,renal_cl_23,1.0,0.5,4,ok,26,26,13,,no_z_member_in_component,2,28,0,1,local_up_fast,1,exact,1,exact,0.0385,9,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.0,0,ok,26,26,0,,no_z_member_in_component,2,16,0,1,local_up_fast,1,exact,1,exact,0.0385,11,1,held,held,held,held,held,held,held,held,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.1,0,ok,26,26,3,,no_z_member_in_component,2,16,0,1,local_up_fast,1,exact,1,exact,0.0385,11,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.1,1,ok,26,26,3,,no_z_member_in_component,2,16,0,1,local_up_fast,1,exact,1,exact,0.0385,11,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.1,2,ok,26,26,3,,no_z_member_in_component,2,16,0,1,local_up_fast,1,exact,1,exact,0.0385,11,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.1,3,ok,26,26,3,,no_z_member_in_component,2,16,0,1,local_up_fast,1,exact,1,exact,0.0385,11,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.1,4,ok,26,26,3,,no_z_member_in_component,2,16,0,1,local_up_fast,1,exact,1,exact,0.0385,11,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.25,0,ok,26,26,6,,no_z_member_in_component,2,16,0,1,local_up_fast,1,exact,1,exact,0.0385,11,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.25,1,ok,26,26,6,,no_z_member_in_component,2,15,0,1,local_up_fast,1,exact,1,exact,0.0385,11,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.25,2,knowledge_inconsistent,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.25,3,ok,26,26,6,,no_z_member_in_component,2,16,0,1,local_up_fast,1,exact,1,exact,0.0385,11,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.25,4,ok,26,26,6,,no_z_member_in_component,2,16,0,1,local_up_fast,1,exact,1,exact,0.0385,11,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.5,0,ok,26,26,13,,no_z_member_in_component,2,15,0,1,local_up_fast,1,exact,1,exact,0.0385,11,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.5,1,knowledge_inconsistent,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.5,2,ok,26,26,13,,no_z_member_in_component,2,15,0,1,local_up_fast,1,exact,1,exact,0.0385,11,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.5,3,ok,26,26,13,,no_z_member_in_component,2,16,0,1,local_up_fast,1,exact,1,exact,0.0385,11,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_16,ins_indep_util_21,1.0,0.5,4,ok,26,26,13,,no_z_member_in_component,2,15,0,1,local_up_fast,1,exact,1,exact,0.0385,11,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.0,0,ok,26,26,0,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,held,held,held,held,held,held,held,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.1,0,ok,26,26,3,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.1,1,ok,26,26,3,,no_z_member_in_component,2,13,0,1,local_up_fast,1,exact,1,exact,0.0385,12,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.1,2,ok,26,26,3,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.1,3,ok,26,26,3,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.1,4,ok,26,26,3,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.25,0,ok,26,26,6,,no_z_member_in_component,2,13,0,1,local_up_fast,1,exact,1,exact,0.0385,12,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.25,1,ok,26,26,6,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.25,2,ok,26,26,6,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.25,3,ok,26,26,6,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.25,4,ok,26,26,6,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.5,0,ok,26,26,13,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.5,1,knowledge_inconsistent,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabetes,gut_abs_17,ins_dep_21,1.0,0.5,2,ok,26,26,13,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.5,3,ok,26,26,13,,no_z_member_in_component,2,13,0,1,local_up_fast,1,exact,1,exact,0.0385,12,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_17,ins_dep_21,1.0,0.5,4,ok,26,26,13,,no_z_member_in_component,2,14,0,1,local_up_fast,1,exact,1,exact,0.0385,12,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_18,glu_prod_20,1.0,0.0,0,ok,26,26,0,,no_z_member_in_component,2,8,0,1,local_up_fast,1,exact,1,exact,0.0385,13,1,held,held,held,held,held,held,held,held,inf,2,1,1,26,26,1,1
diabetes,gut_abs_18,glu_prod_20,1.0,0.1,0,ok,26,26,3,,no_z_member_in_component,2,8,0,1,local_up_fast,1,exact,1,exact,0.0385,13,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_18,glu_prod_20,1.0,0.1,1,ok,26,26,3,,no_z_member_in_component,2,8,0,1,local_up_fast,1,exact,1,exact,0.0385,13,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_18,glu_prod_20,1.0,0.1,2,ok,26,26,3,,no_z_member_in_component,2,8,0,1,local_up_fast,1,exact,1,exact,0.0385,13,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_18,glu_prod_20,1.0,0.1,3,ok,26,26,3,,no_z_member_in_component,2,7,0,1,local_up_fast,1,exact,1,exact,0.0385,13,0,dangerous,safe,safe,safe,dangerous,dangerous,safe,safe,inf,2,1,1,26,26,1,1
diabetes,gut_abs_18,glu_prod_20,1.0,0.1,4,ok,26,26,3,,no_z_member_in_component,2,8,0,1,local_up_fast,1,exact,1,exact,0.0385,13,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_18,glu_prod_20,1.0,0.25,0,ok,26,26,6,,no_z_member_in_component,2,8,0,1,local_up_fast,1,exact,1,exact,0.0385,13,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_18,glu_prod_20,1.0,0.25,1,ok,26,26,6,,no_z_member_in_component,2,8,0,1,local_up_fast,1,exact,1,exact,0.0385,13,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_18,glu_prod_20,1.0,0.25,2,ok,26,26,6,,no_z_member_in_component,2,8,0,1,local_up_fast,1,exact,1,exact,0.0385,13,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_18,glu_prod_20,1.0,0.25,3,ok,26,26,6,,no_z_member_in_component,2,8,0,1,local_up_fast,1,exact,1,exact,0.0385,13,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
diabetes,gut_abs_18,glu_prod_20,1.0,0.25,4,ok,26,26,6,,no_z_member_in_component,2,8,0,1,local_up_fast,1,exact,1,exact,0.0385,13,1,held,slack,slack,slack,held,held,slack,slack,inf,2,1,1,26,26,1,1
